"x"
"1"	0
"2"	0
"3"	0
"4"	1
"5"	1
"6"	0
"7"	0
"8"	0
"9"	0
"10"	1
"11"	1
"12"	1
"13"	0
"14"	0
"15"	0
"16"	0
"17"	0
"18"	0
"19"	1
"20"	1
"21"	1
"22"	1
"23"	1
"24"	0
"25"	0
"26"	0
"27"	0
"28"	1
"29"	1
"30"	0
"31"	1
"32"	1
"33"	0
"34"	0
"35"	0
"36"	0
"37"	0
"38"	0
"39"	0
"40"	0
"41"	0
"42"	0
"43"	0
"44"	0
"45"	1
"46"	0
"47"	0
"48"	0
"49"	0
"50"	1
"51"	0
"52"	1
"53"	1
"54"	1
"55"	1
"56"	0
"57"	0
"58"	0
"59"	0
"60"	0
"61"	0
"62"	0
"63"	0
"64"	0
"65"	0
"66"	0
"67"	0
"68"	0
"69"	0
"70"	1
"71"	0
"72"	0
"73"	0
"74"	0
"75"	0
"76"	0
"77"	1
"78"	0
"79"	0
"80"	0
"81"	1
"82"	0
"83"	0
"84"	0
"85"	0
"86"	0
"87"	0
"88"	1
"89"	1
"90"	0
"91"	1
"92"	1
"93"	1
"94"	0
"95"	1
"96"	1
"97"	1
"98"	0
"99"	0
"100"	0
"101"	0
"102"	0
"103"	0
"104"	0
"105"	0
"106"	1
"107"	0
"108"	0
"109"	0
"110"	0
"111"	0
"112"	0
"113"	0
"114"	0
"115"	0
"116"	0
"117"	1
"118"	1
"119"	0
"120"	0
"121"	1
"122"	0
"123"	0
"124"	1
"125"	0
"126"	0
"127"	0
"128"	0
"129"	0
"130"	1
"131"	1
"132"	1
"133"	1
"134"	1
"135"	0
"136"	0
"137"	0
"138"	0
"139"	0
"140"	0
"141"	0
"142"	0
"143"	0
"144"	0
"145"	0
"146"	0
"147"	1
"148"	1
"149"	1
"150"	0
"151"	0
"152"	0
"153"	1
"154"	0
"155"	0
"156"	1
"157"	0
"158"	0
"159"	0
"160"	0
"161"	0
"162"	0
"163"	1
"164"	0
"165"	1
"166"	1
"167"	1
"168"	1
"169"	0
"170"	0
"171"	0
"172"	0
"173"	0
"174"	0
"175"	0
"176"	0
"177"	1
"178"	0
"179"	0
"180"	0
"181"	0
"182"	0
"183"	0
"184"	0
"185"	1
"186"	0
"187"	0
